Date/Time,Seed I/O 3 - Wind Direction (°),Seed I/O 3 - Outdoor RH (%),Seed I/O 3 - Outdoor Temp (°F),Seed I/O 3 - Outdoor PAR (PAR),Seed I/O 3 - Wind Speed (mph),Seed I/O 3 - Precipitation,Outside Weather Station - Zone Temperature (°F),Outside Weather Station - Zone Relative Humidity (%),Outside Weather Station - Zone VPD (kPa),Outside Weather Station - Zone Solar Intensity (PAR),Outside Weather Station - Zone CO2 (ppm),Outside Weather Station - Zone Wind Speed (mph),Outside Weather Station - Zone Wind Direction (°),Outside Weather Station - Zone Outside Precipitation,
2/23/2019 16:00,,,,,,,46.78,34.77,0.7,457.77,,0,202.5,,
2/23/2019 16:15,,,,,,,46.82,38.35,0.66,338.59,,0,337.5,,
2/23/2019 16:30,,,,,,,46.14,37.75,0.67,291.39,,0,315,,
2/23/2019 16:45,,,,,,,45.77,45.18,0.56,324.88,,0,315,,
2/23/2019 17:00,,,,,,,45.3,40.91,0.62,248.41,,0,337.5,,
2/23/2019 17:15,,,,,,,44.51,39.75,0.59,170.79,,0,270,,
2/23/2019 17:30,,,,,,,43.34,41.35,0.56,124.65,,0,270,,
2/23/2019 17:45,,,,,,,42.37,43.61,0.51,91.83,,0,270,,
2/23/2019 18:00,,,,,,,41.19,46.7,0.47,50.38,,0,315,,
2/23/2019 18:15,,,,,,,39.61,50.92,0.4,23.47,,0,247.5,,
2/23/2019 18:30,,,,,,,38.21,54.72,0.36,4.73,,0,337.5,,
2/23/2019 18:45,,,,,,,37.41,56.31,0.33,0,,0,135,,
2/23/2019 19:00,,,,,,,36.63,61.94,0.28,0.01,,0,180,,
2/23/2019 19:15,,,,,,,35.43,65.94,0.24,0,,0,202.5,,
2/23/2019 19:30,,,,,,,34.41,70.25,0.2,0,,0,225,,
2/23/2019 19:45,,,,,,,33.59,70.41,0.19,0,,0,135,,
2/23/2019 20:00,,,,,,,32.34,72.98,0.17,0,,0,270,,
2/23/2019 20:15,,,,,,,31.98,83.33,0.1,0,,0,315,,
2/23/2019 20:30,,,,,,,32.01,84.24,0.1,0,,0,270,,
2/23/2019 20:45,,,,,,,31.89,85.97,0.08,0.01,,0,247.5,,
2/23/2019 21:00,,,,,,,31.64,91.43,0.05,0,,0,225,,
2/23/2019 21:15,,,,,,,31.49,89.59,0.06,0,,0,180,,
2/23/2019 21:30,,,,,,,31.24,91.09,0.05,0.01,,0,247.5,,
2/23/2019 21:45,,,,,,,30.68,91.88,0.05,0.01,,0,225,,
2/23/2019 22:00,,,,,,,30.68,93.88,0.04,0,,0,157.5,,
2/23/2019 22:15,,,,,,,30.87,93.04,0.04,0,,0,247.5,,
2/23/2019 22:30,,,,,,,31.21,90.48,0.06,0,,0,135,,
2/23/2019 22:45,,,,,,,30.53,91.95,0.05,0.01,,0,67.5,,
2/23/2019 23:00,,,,,,,30.07,92.37,0.05,0,,0,0,,
2/23/2019 23:15,,,,,,,30.4,91.38,0.05,0,,0,67.5,,
2/23/2019 23:30,,,,,,,29.97,91.97,0.05,0,,0,22.5,,
2/23/2019 23:45,,,,,,,29.96,92.82,0.04,0,,0,22.5,,
2/24/2019 00:00,,,,,,,30.31,92.13,0.05,0,,0,45,,
2/24/2019 00:15,,,,,,,30.72,91.43,0.05,0,,0,45,,
2/24/2019 00:30,,,,,,,31.26,90.74,0.06,0,,0,22.5,,
2/24/2019 00:45,,,,,,,31.75,91.08,0.05,0.01,,0,0,,
2/24/2019 01:00,,,,,,,32.2,91.25,0.05,0.01,,0,22.5,,
2/24/2019 01:15,,,,,,,32.09,90.57,0.06,0,,0,45,,
2/24/2019 01:30,,,,,,,32.14,91.79,0.05,0,,0,45,,
2/24/2019 01:45,,,,,,,32.02,90.71,0.06,0,,0,22.5,,
2/24/2019 02:00,,,,,,,31.97,90.41,0.06,0,,0,22.5,,
2/24/2019 02:15,,,,,,,31.92,90.34,0.06,0,,0,22.5,,
2/24/2019 02:30,,,,,,,32.04,90.29,0.06,0,,0,22.5,,
2/24/2019 02:45,,,,,,,32.31,92.9,0.05,0.01,,0,67.5,,
2/24/2019 03:00,,,,,,,32.36,93.49,0.04,0,,0,45,,
2/24/2019 03:15,,,,,,,32.39,93.83,0.04,0,,0,0,,
2/24/2019 03:30,,,,,,,32.48,93.98,0.04,0,,0,22.5,,
2/24/2019 03:45,,,,,,,32.56,94.65,0.04,0.01,,0,22.5,,
2/24/2019 04:00,,,,,,,32.83,94.61,0.04,0,,0,0,,
2/24/2019 04:15,,,,,,,33.03,94.24,0.04,0,,0,22.5,,
2/24/2019 04:30,,,,,,,33.39,95.28,0.03,0,,0,22.5,,
2/24/2019 04:45,,,,,,,33.64,94.9,0.04,0,,0,0,,
2/24/2019 05:00,,,,,,,34.04,94.75,0.04,0,,0,67.5,,
2/24/2019 05:15,,,,,,,34.14,94.72,0.04,0.01,,0,45,,
2/24/2019 05:30,,,,,,,34.1,95.74,0.03,0,,0,22.5,,
2/24/2019 05:45,,,,,,,34.06,96.28,0.03,0,,0,337.5,,
2/24/2019 06:00,,,,,,,34.3,96.55,0.03,0.01,,0,0,,
2/24/2019 06:15,,,,,,,34.58,96.68,0.03,0,,0,67.5,,
2/24/2019 06:30,,,,,,,34.89,97.24,0.02,0,,0,112.5,,
2/24/2019 06:45,,,,,,,34.95,97.77,0.02,0,,0,22.5,,
2/24/2019 07:00,,,,,,,35.15,99.86,0.01,0,,0,67.5,,
2/24/2019 07:15,,,,,,,35.62,99.92,0.01,0.01,,0,157.5,,
2/24/2019 07:30,,,,,,,35.94,100.14,0,1.46,,0,112.5,,
2/24/2019 07:45,,,,,,,36.3,100.73,0,4.84,,0,135,,
2/24/2019 08:00,,,,,,,36.61,101.78,,8.55,,0,135,,
2/24/2019 08:15,,,,,,,37.13,107.36,,19.71,,0.02,157.5,,
2/24/2019 08:30,,,,,,,38.21,110.15,,31.34,,0,135,,
2/24/2019 08:45,,,,,,,38.59,110.89,,50.84,,0.06,180,,
2/24/2019 09:00,,,,,,,38.78,111.64,,50.01,,0,180,,
2/24/2019 09:15,,,,,,,38.83,111.2,,56.25,,0,157.5,,
2/24/2019 09:30,,,,,,,38.56,111.77,,76.25,,10.8,157.5,,
2/24/2019 09:45,,,,,,,38.42,111.8,,93.63,,8.72,157.5,,
2/24/2019 10:00,,,,,,,37.83,112.41,,93.25,,0.01,157.5,,
2/24/2019 10:15,,,,,,,37.76,112.67,,102.62,,0,157.5,,
2/24/2019 10:30,,,,,,,37.34,112.59,,127.18,,0,180,,
2/24/2019 10:45,,,,,,,37.22,112.43,,111.7,,0,180,,
2/24/2019 11:00,,,,,,,37.15,112.61,,152.68,,0,157.5,,
2/24/2019 11:15,,,,,,,37.52,112.8,,182.81,,4.22,157.5,,
2/24/2019 11:30,,,,,,,37.95,112.86,,193.22,,8.25,157.5,,
2/24/2019 11:45,,,,,,,38.23,113.16,,173.83,,9.01,157.5,,
2/24/2019 12:00,,,,,,,38.45,112.92,,164.93,,5.18,157.5,,
2/24/2019 12:15,,,,,,,38.5,113.2,,191.6,,13.15,135,,
2/24/2019 12:30,,,,,,,38.75,113.25,,183.92,,10.26,157.5,,
2/24/2019 12:45,,,,,,,38.95,112.73,,182.39,,0.03,135,,
2/24/2019 13:00,,,,,,,38.86,112.83,,186.47,,4.72,157.5,,
2/24/2019 13:15,,,,,,,39.08,112.85,,269.47,,0.55,157.5,,
2/24/2019 13:30,,,,,,,39.43,112.66,,321.39,,0,157.5,,
2/24/2019 13:45,,,,,,,39.85,112.43,,317.45,,0.75,135,,
2/24/2019 14:00,,,,,,,40.17,111.97,,355.55,,0.56,157.5,,
2/24/2019 14:15,,,,,,,40.57,111.96,,326.15,,0.58,157.5,,
2/24/2019 14:30,,,,,,,41.09,111.75,,335.68,,0,157.5,,
2/24/2019 14:45,,,,,,,41.42,111.57,,293.11,,0,157.5,,
2/24/2019 15:00,,,,,,,41.69,111.38,,187.62,,0.02,157.5,,
2/24/2019 15:15,,,,,,,41.91,111.63,,258.08,,0,135,,
2/24/2019 15:30,,,,,,,42.21,111.03,,204.61,,0,112.5,,
2/24/2019 15:45,,,,,,,42.18,111.4,,127.59,,0,135,,
2/24/2019 16:00,,,,,,,42.39,111.61,,69.67,,0,135,,
2/24/2019 16:15,,,,,,,42.25,111.32,,44.57,,0,135,,
2/24/2019 16:30,,,,,,,42.25,111.4,,89.64,,0.15,135,,
2/24/2019 16:45,,,,,,,42.62,111.63,,64.05,,0,112.5,,
2/24/2019 17:00,,,,,,,42.9,111.69,,36.23,,0,135,,
2/24/2019 17:15,,,,,,,43.26,111.89,,47.42,,0,22.5,,
2/24/2019 17:30,,,,,,,43.43,111.54,,34.78,,0,45,,
2/24/2019 17:45,,,,,,,43.51,111.53,,35.69,,0,45,,
2/24/2019 18:00,,,,,,,43.56,112.06,,24.78,,0,22.5,,
2/24/2019 18:15,,,,,,,43.48,112.17,,9.32,,0,45,,
2/24/2019 18:30,,,,,,,43.21,112.23,,1.5,,0,22.5,,
2/24/2019 18:45,,,,,,,43.14,112.35,,0,,0,45,,
2/24/2019 19:00,,,,,,,42.76,112.57,,0,,0,22.5,,
2/24/2019 19:15,,,,,,,42.38,112.61,,0,,0,22.5,,
2/24/2019 19:30,,,,,,,41.82,113.06,,0,,0,22.5,,
2/24/2019 19:45,,,,,,,41.44,112.87,,0,,0,22.5,,
2/24/2019 20:00,,,,,,,41.16,112.69,,0,,0,22.5,,
2/24/2019 20:15,,,,,,,40.7,113.08,,0,,0,22.5,,
2/24/2019 20:30,,,,,,,40.29,113.21,,0,,0,22.5,,
2/24/2019 20:45,,,,,,,39.98,113.37,,0,,0,22.5,,
2/24/2019 21:00,,,,,,,39.83,113.53,,0,,0,22.5,,
2/24/2019 21:15,,,,,,,39.62,113.68,,0,,0,22.5,,
2/24/2019 21:30,,,,,,,39.52,113.6,,0,,0,0,,
2/24/2019 21:45,,,,,,,39.42,113.7,,0,,0,337.5,,
2/24/2019 22:00,,,,,,,39.43,113.78,,0,,0,22.5,,
2/24/2019 22:15,,,,,,,39.41,113.01,,0,,0,270,,
2/24/2019 22:30,,,,,,,39.61,113.72,,0,,0,0,,
2/24/2019 22:45,,,,,,,39.66,113.53,,0,,0,22.5,,
2/24/2019 23:00,,,,,,,39.61,113.69,,0,,0,0,,
2/24/2019 23:15,,,,,,,39.41,113.22,,0,,0,202.5,,
2/24/2019 23:30,,,,,,,39.01,113.49,,0,,0,22.5,,
2/24/2019 23:45,,,,,,,38.65,112.91,,0,,0,292.5,,
2/25/2019 00:00,,,,,,,38.21,112.77,,0,,0,315,,
2/25/2019 00:15,,,,,,,38.24,113.21,,0,,0,337.5,,
2/25/2019 00:30,,,,,,,38.23,113.25,,0,,0.08,22.5,,
2/25/2019 00:45,,,,,,,38.41,112.68,,0,,9.44,337.5,,
2/25/2019 01:00,,,,,,,38.53,112.11,,0,,8.18,337.5,,
2/25/2019 01:15,,,,,,,38.57,111.69,,0,,0,270,,
2/25/2019 01:30,,,,,,,38.4,112,,0,,0,337.5,,
2/25/2019 01:45,,,,,,,38.14,111.04,,0,,0,247.5,,
2/25/2019 02:00,,,,,,,37.78,110.81,,0,,0,247.5,,
2/25/2019 02:15,,,,,,,37.19,111.6,,0,,0,270,,
2/25/2019 02:30,,,,,,,37.18,111.65,,0,,0,337.5,,
2/25/2019 02:45,,,,,,,37.17,110.44,,0,,0,337.5,,
2/25/2019 03:00,,,,,,,37.04,110.35,,0,,0.01,337.5,,
2/25/2019 03:15,,,,,,,36.86,110.98,,0,,0,0,,
2/25/2019 03:30,,,,,,,36.98,111.64,,0,,0,0,,
2/25/2019 03:45,,,,,,,37.22,111.18,,0,,0,337.5,,
2/25/2019 04:00,,,,,,,37,110.71,,0,,0.05,270,,
2/25/2019 04:15,,,,,,,37.27,111.38,,0,,0.07,22.5,,
2/25/2019 04:30,,,,,,,37.97,111.76,,0,,0,292.5,,
2/25/2019 04:45,,,,,,,38.25,111.36,,0,,0.15,315,,
2/25/2019 05:00,,,,,,,38.46,96.85,0.03,0,,0.95,337.5,,
2/25/2019 05:15,,,,,,,38.16,80.44,0.15,0,,0.47,22.5,,
2/25/2019 05:30,,,,,,,37.83,78.66,0.17,0,,0.07,337.5,,
2/25/2019 05:45,,,,,,,37.57,77.31,0.17,0,,0,337.5,,
2/25/2019 06:00,,,,,,,37.21,78.39,0.17,0,,0,337.5,,
2/25/2019 06:15,,,,,,,37.13,75.34,0.19,0,,0.42,0,,
2/25/2019 06:30,,,,,,,37.36,72.92,0.2,0,,0,0,,
2/25/2019 06:45,,,,,,,37.29,70.17,0.22,0,,0.06,0,,
2/25/2019 07:00,,,,,,,37.29,70.7,0.22,0,,0.01,45,,
2/25/2019 07:15,,,,,,,36.98,65.48,0.26,1.46,,0,292.5,,
2/25/2019 07:30,,,,,,,36.84,66.87,0.24,11.59,,0.01,292.5,,
2/25/2019 07:45,,,,,,,36.71,71.09,0.21,36.51,,0.01,315,,
2/25/2019 08:00,,,,,,,37.04,69.64,0.22,66.55,,4.53,337.5,,
2/25/2019 08:15,,,,,,,36.77,73.03,0.2,69.5,,3.54,0,,
2/25/2019 08:30,,,,,,,37.16,63.19,0.28,215.69,,0,292.5,,
2/25/2019 08:45,,,,,,,38.52,62.64,0.28,273.94,,0,337.5,,
2/25/2019 09:00,,,,,,,39.56,68.54,0.24,404.37,,2.67,22.5,,
2/25/2019 09:15,,,,,,,40.2,52.89,0.4,506.47,,3.24,270,,
2/25/2019 09:30,,,,,,,39.97,61.36,0.33,653.23,,3.88,22.5,,
2/25/2019 09:45,,,,,,,39.81,47.32,0.43,685.01,,2.72,0,,
2/25/2019 10:00,,,,,,,40.32,61.3,0.32,634.18,,3.48,337.5,,
2/25/2019 10:15,,,,,,,40.17,58.94,0.35,256.06,,17.34,0,,
2/25/2019 10:30,,,,,,,40.25,54.88,0.38,643.97,,9.33,337.5,,
2/25/2019 10:45,,,,,,,39.4,57.9,0.34,305.49,,2.19,337.5,,
2/25/2019 11:00,,,,,,,39.31,57.43,0.36,706.28,,5.09,315,,
2/25/2019 11:15,,,,,,,39.65,53.19,0.41,758.13,,7.57,0,,
2/25/2019 11:30,,,,,,,39.17,56.14,0.35,515.37,,7.68,22.5,,
2/25/2019 11:45,,,,,,,39.14,49.16,0.41,785.88,,16.01,337.5,,
2/25/2019 12:00,,,,,,,39.69,43.9,0.45,921.19,,33.22,337.5,,
2/25/2019 12:15,,,,,,,39.65,52.69,0.39,536.01,,3.03,225,,
2/25/2019 12:30,,,,,,,39.54,44.31,0.45,1002.79,,24.17,0,,
2/25/2019 12:45,,,,,,,40.22,44.65,0.47,532.11,,10.3,0,,
2/25/2019 13:00,,,,,,,40.08,43.62,0.48,572.06,,13.38,0,,
2/25/2019 13:15,,,,,,,38.73,71.01,0.23,452.09,,9.61,22.5,,
2/25/2019 13:30,,,,,,,37.25,65.47,0.25,576.12,,14.3,22.5,,
2/25/2019 13:45,,,,,,,36.93,78.7,0.15,475.48,,4.46,337.5,,
2/25/2019 14:00,,,,,,,36.77,65.63,0.25,353.24,,13.41,337.5,,
2/25/2019 14:15,,,,,,,37.14,57.78,0.32,552.87,,13.12,0,,
2/25/2019 14:30,,,,,,,38.08,50.42,0.39,512.83,,34.22,337.5,,
2/25/2019 14:45,,,,,,,38.11,53.85,0.37,563.79,,7.04,337.5,,
2/25/2019 15:00,,,,,,,37.65,54.41,0.35,422.2,,2.51,337.5,,
2/25/2019 15:15,,,,,,,37.31,52.84,0.36,361.93,,22.99,22.5,,
2/25/2019 15:30,,,,,,,37.07,56.51,0.33,342.76,,18.73,0,,
2/25/2019 15:45,,,,,,,36.84,54.04,0.34,432.88,,12.7,0,,
2/25/2019 16:00,,,,,,,36.77,54.47,0.33,242.17,,7.58,337.5,,
2/25/2019 16:15,,,,,,,36.2,55.62,0.32,246.42,,10.83,337.5,,
2/25/2019 16:30,,,,,,,36.12,57.17,0.31,366.95,,3.31,337.5,,
2/25/2019 16:45,,,,,,,35.92,58.96,0.29,180.04,,1.25,0,,
2/25/2019 17:00,,,,,,,35.22,55.45,0.31,145.29,,12.84,337.5,,
2/25/2019 17:15,,,,,,,35.18,49.84,0.35,142.02,,21.69,337.5,,
2/25/2019 17:30,,,,,,,35.48,44.91,0.39,130.32,,3.92,315,,
2/25/2019 17:45,,,,,,,35.48,39.42,0.42,99,,13.33,0,,
2/25/2019 18:00,,,,,,,35.62,40.8,0.41,60.95,,1.75,0,,
2/25/2019 18:15,,,,,,,35.03,42.1,0.4,21.09,,6.44,0,,
2/25/2019 18:30,,,,,,,34.39,42.83,0.38,5.16,,24.53,0,,
2/25/2019 18:45,,,,,,,33.94,44.73,0.36,0.01,,31.59,0,,
2/25/2019 19:00,,,,,,,33.58,45.27,0.35,0.01,,20.72,337.5,,
2/25/2019 19:15,,,,,,,33.21,46.04,0.35,0.01,,19.97,0,,
2/25/2019 19:30,,,,,,,33.12,46.04,0.35,0.01,,23.95,315,,
2/25/2019 19:45,,,,,,,32.97,50,0.33,0.01,,27.69,337.5,,
2/25/2019 20:00,,,,,,,32.78,49.63,0.31,0.01,,4.74,22.5,,
2/25/2019 20:15,,,,,,,32.49,47.8,0.32,0,,12.99,22.5,,
2/25/2019 20:30,,,,,,,32.2,52.8,0.3,0.01,,19.7,0,,
2/25/2019 20:45,,,,,,,31.93,55.99,0.27,0.01,,14.9,22.5,,
2/25/2019 21:00,,,,,,,31.52,52.19,0.28,0.01,,2.83,22.5,,
2/25/2019 21:15,,,,,,,31.41,54.29,0.27,0.01,,4.77,22.5,,
2/25/2019 21:30,,,,,,,31.17,52.94,0.28,0.01,,10.63,0,,
2/25/2019 21:45,,,,,,,31.03,52,0.28,0.01,,18.35,22.5,,
2/25/2019 22:00,,,,,,,31.12,52.59,0.28,0.01,,9.33,22.5,,
2/25/2019 22:15,,,,,,,30.83,53.42,0.26,0.01,,5.68,337.5,,
2/25/2019 22:30,,,,,,,30.74,53.84,0.26,0.01,,29.17,22.5,,
2/25/2019 22:45,,,,,,,30.65,54.38,0.26,0.01,,5.64,22.5,,
2/25/2019 23:00,,,,,,,30.3,50.84,0.28,0,,17.06,0,,
2/25/2019 23:15,,,,,,,29.87,49.69,0.28,0,,20.09,22.5,,
2/25/2019 23:30,,,,,,,29.46,51.94,0.26,0.01,,19.92,22.5,,
2/25/2019 23:45,,,,,,,29.26,51.51,0.26,0.01,,10.6,22.5,,
2/26/2019 00:00,,,,,,,29.08,51.05,0.26,0.01,,31.95,22.5,,
2/26/2019 00:15,,,,,,,28.91,50.72,0.27,0.01,,25.58,0,,
2/26/2019 00:30,,,,,,,28.71,51.74,0.25,0.01,,7.85,0,,
2/26/2019 00:45,,,,,,,28.36,50.57,0.26,0.01,,19.06,0,,
2/26/2019 01:00,,,,,,,28.09,49.99,0.26,0.01,,17.38,22.5,,
2/26/2019 01:15,,,,,,,27.77,49.19,0.26,0.01,,4.16,22.5,,
2/26/2019 01:30,,,,,,,27.34,46.6,0.27,0.01,,13.78,22.5,,
2/26/2019 01:45,,,,,,,26.91,48.22,0.25,0.01,,6.1,0,,
2/26/2019 02:00,,,,,,,26.41,48.09,0.25,0,,8.98,22.5,,
2/26/2019 02:15,,,,,,,25.91,46.63,0.25,0.01,,9.65,22.5,,
2/26/2019 02:30,,,,,,,25.38,46.93,0.25,0.01,,12.27,22.5,,
2/26/2019 02:45,,,,,,,25.05,46.39,0.25,0.01,,15.68,22.5,,
2/26/2019 03:00,,,,,,,24.64,46.17,0.24,0,,8.3,315,,
2/26/2019 03:15,,,,,,,24.3,46.44,0.24,0,,8.85,22.5,,
2/26/2019 03:30,,,,,,,23.97,45.3,0.23,0,,20.11,22.5,,
2/26/2019 03:45,,,,,,,23.74,44.84,0.24,0,,18.55,0,,
2/26/2019 04:00,,,,,,,23.51,45.54,0.23,0,,13.5,0,,
2/26/2019 04:15,,,,,,,23.13,45.63,0.23,0.01,,22.27,0,,
2/26/2019 04:30,,,,,,,22.83,46.06,0.22,0.01,,12.57,337.5,,
2/26/2019 04:45,,,,,,,22.59,47.4,0.21,0.01,,6.77,22.5,,
2/26/2019 05:00,,,,,,,22.29,48.67,0.21,0,,0.04,0,,
2/26/2019 05:15,,,,,,,21.9,48.95,0.2,0.01,,7.59,22.5,,
2/26/2019 05:30,,,,,,,21.62,49.96,0.2,0.01,,4.27,0,,
2/26/2019 05:45,,,,,,,21.22,50.1,0.19,0.01,,0.95,22.5,,
2/26/2019 06:00,,,,,,,20.96,49.52,0.19,0.01,,2.56,22.5,,
2/26/2019 06:15,,,,,,,20.72,50.05,0.19,0.01,,4.02,315,,
2/26/2019 06:30,,,,,,,20.57,48.38,0.19,0.01,,20.02,22.5,,
2/26/2019 06:45,,,,,,,20.48,48.91,0.19,0.01,,15.04,22.5,,
2/26/2019 07:00,,,,,,,20.12,49.75,0.19,0,,12.53,0,,
2/26/2019 07:15,,,,,,,19.85,49.83,0.18,1.6,,12.28,337.5,,
2/26/2019 07:30,,,,,,,19.55,49.23,0.18,14.44,,8.91,0,,
2/26/2019 07:45,,,,,,,20.38,47.58,0.2,38.11,,8.47,0,,
2/26/2019 08:00,,,,,,,20.71,42.5,0.22,82.72,,21.02,22.5,,
2/26/2019 08:15,,,,,,,20.82,40.65,0.22,185.82,,28.23,22.5,,
2/26/2019 08:30,,,,,,,20.73,43.38,0.21,255.77,,19.7,0,,
2/26/2019 08:45,,,,,,,20.9,44.13,0.21,245.36,,20.09,0,,
2/26/2019 09:00,,,,,,,21.07,41.93,0.23,396.23,,14.49,337.5,,
2/26/2019 09:15,,,,,,,21.35,36.19,0.25,499.4,,6.26,22.5,,
2/26/2019 09:30,,,,,,,21.2,30.43,0.27,580.13,,14.26,337.5,,
2/26/2019 09:45,,,,,,,20.88,30.14,0.26,655.45,,7.22,22.5,,
2/26/2019 10:00,,,,,,,20.78,32,0.25,728.07,,15.21,337.5,,
2/26/2019 10:15,,,,,,,20.72,31.89,0.26,795.64,,19.56,22.5,,
2/26/2019 10:30,,,,,,,20.84,30.62,0.26,859.34,,21.83,22.5,,
2/26/2019 10:45,,,,,,,21.29,28.88,0.28,917.59,,5.39,22.5,,
2/26/2019 11:00,,,,,,,21.71,27.67,0.28,970.09,,11.24,22.5,,
2/26/2019 11:15,,,,,,,22.94,25.91,0.3,1017.14,,7.94,0,,
2/26/2019 11:30,,,,,,,23.35,25.87,0.32,1059.6,,18.43,0,,
2/26/2019 11:45,,,,,,,24.5,25.94,0.33,1097.34,,24.01,337.5,,
2/26/2019 12:00,,,,,,,25.17,24.72,0.35,1128.64,,20.25,45,,
2/26/2019 12:15,,,,,,,25.42,24.47,0.35,1150.6,,23.2,22.5,,
2/26/2019 12:30,,,,,,,25.76,22.68,0.36,1168.06,,23.93,0,,
2/26/2019 12:45,,,,,,,26.71,22.82,0.37,1175.71,,22.53,0,,
2/26/2019 13:00,,,,,,,27.67,19.75,0.4,1181.58,,19.45,337.5,,
2/26/2019 13:15,,,,,,,27.1,20.52,0.4,1177.23,,26.44,0,,
2/26/2019 13:30,,,,,,,26.91,19.06,0.39,1164.78,,25.92,22.5,,
2/26/2019 13:45,,,,,,,27.21,20.96,0.4,1145.75,,1.06,0,,
2/26/2019 14:00,,,,,,,27.38,20.22,0.4,1123.03,,17.49,0,,
2/26/2019 14:15,,,,,,,27.81,20.53,0.4,1090.34,,17.05,22.5,,
2/26/2019 14:30,,,,,,,28.02,21.39,0.41,1051.49,,22.66,0,,
2/26/2019 14:45,,,,,,,28.02,22.34,0.4,1006.56,,8.59,45,,
2/26/2019 15:00,,,,,,,27.89,22.92,0.39,956.31,,19.37,337.5,,
2/26/2019 15:15,,,,,,,27.48,24.58,0.38,900.38,,26.93,22.5,,
2/26/2019 15:30,,,,,,,27.28,24.85,0.38,838.74,,10.59,22.5,,
2/26/2019 15:45,,,,,,,27.25,25.08,0.38,774.86,,18.02,0,,
2/26/2019 16:00,,,,,,,26.91,25.51,0.36,703.78,,18.71,22.5,,
2/26/2019 16:15,,,,,,,26.55,26.21,0.35,628.17,,16.2,337.5,,
2/26/2019 16:30,,,,,,,26.44,26.22,0.35,551.26,,8.66,337.5,,
2/26/2019 16:45,,,,,,,25.71,26.55,0.34,471.88,,10,0,,
2/26/2019 17:00,,,,,,,25.25,27.11,0.34,388.54,,5.08,337.5,,
2/26/2019 17:15,,,,,,,24.56,27.22,0.32,307.25,,14.1,0,,
2/26/2019 17:30,,,,,,,23.88,27.09,0.31,209.04,,23.09,0,,
2/26/2019 17:45,,,,,,,22.67,28.63,0.29,74.07,,23.83,22.5,,
2/26/2019 18:00,,,,,,,21.67,29.18,0.27,51.4,,30.61,22.5,,
2/26/2019 18:15,,,,,,,21.04,30.38,0.27,27.13,,11.78,0,,
2/26/2019 18:30,,,,,,,20.53,31.15,0.26,6.36,,25.14,22.5,,
2/26/2019 18:45,,,,,,,20.08,34.67,0.24,0.01,,3.96,22.5,,
2/26/2019 19:00,,,,,,,19.23,37.99,0.22,0.01,,7.07,22.5,,
2/26/2019 19:15,,,,,,,18.74,38.32,0.21,0.01,,0.2,22.5,,
2/26/2019 19:30,,,,,,,18.26,38.66,0.21,0.01,,2.13,22.5,,
2/26/2019 19:45,,,,,,,18.02,39.27,0.2,0.01,,1.67,22.5,,
2/26/2019 20:00,,,,,,,17.62,39.94,0.2,0.01,,3.7,0,,
2/26/2019 20:15,,,,,,,17.51,39.59,0.2,0.01,,7.83,22.5,,
2/26/2019 20:30,,,,,,,17.24,40.41,0.2,0.01,,4.35,0,,
2/26/2019 20:45,,,,,,,16.9,39.17,0.19,0.01,,8.26,22.5,,
2/26/2019 21:00,,,,,,,16.72,39.92,0.19,0.01,,2.79,337.5,,
2/26/2019 21:15,,,,,,,16.32,41.01,0.18,0.01,,11,22.5,,
2/26/2019 21:30,,,,,,,15.87,39.93,0.18,0.01,,2.61,0,,
2/26/2019 21:45,,,,,,,15.51,40.53,0.18,0.01,,6.88,0,,
2/26/2019 22:00,,,,,,,15.35,41.55,0.18,0.01,,0.03,0,,
2/26/2019 22:15,,,,,,,15.04,40.81,0.18,0.01,,4.32,22.5,,
2/26/2019 22:30,,,,,,,14.86,40.54,0.17,0.01,,8.72,0,,
2/26/2019 22:45,,,,,,,14.77,40.43,0.17,0.01,,16.79,22.5,,
2/26/2019 23:00,,,,,,,14.58,39.24,0.17,0.01,,21.07,22.5,,
2/26/2019 23:15,,,,,,,14.42,39.03,0.17,0.01,,1.45,0,,
2/26/2019 23:30,,,,,,,14.1,38.18,0.18,0.01,,5.52,22.5,,
2/26/2019 23:45,,,,,,,13.91,38.02,0.17,0.01,,12.81,22.5,,
2/27/2019 00:00,,,,,,,13.76,37.62,0.17,0.01,,0.01,22.5,,
2/27/2019 00:15,,,,,,,13.4,37.75,0.17,0.01,,3.8,22.5,,
2/27/2019 00:30,,,,,,,13.23,37.29,0.17,0.01,,3.13,0,,
2/27/2019 00:45,,,,,,,13.03,36.46,0.17,0.01,,0.01,22.5,,
2/27/2019 01:00,,,,,,,12.83,36.29,0.17,0.01,,0,22.5,,
2/27/2019 01:15,,,,,,,12.45,36.02,0.17,0.01,,0.71,22.5,,
2/27/2019 01:30,,,,,,,12.41,36.9,0.17,0.01,,0,22.5,,
2/27/2019 01:45,,,,,,,12.09,38.69,0.16,0.01,,0.03,337.5,,
2/27/2019 02:00,,,,,,,11.77,39.31,0.15,0.01,,0.07,0,,
2/27/2019 02:15,,,,,,,11.7,39.9,0.15,0.01,,12.21,22.5,,
2/27/2019 02:30,,,,,,,11.47,41.1,0.15,0.01,,2.61,22.5,,
2/27/2019 02:45,,,,,,,11.3,41.17,0.15,0.01,,2.16,22.5,,
2/27/2019 03:00,,,,,,,11.08,42.1,0.15,0,,0,22.5,,
